credit_score,age,tenure,balance,num_of_products,has_cr_card,is_active_member,estimated_salary,exited,geography_germany,geography_spain,gender_male,low_engagement,inactive_with_products,activity_score,low_balance_ratio,high_salary_low_balance,poor_credit_for_age,stagnant_relationship,dormant_client,products_per_year,high_churn_risk,disengaged_client,young_inactive,senior_inactive,valuable_but_disengaged,value_engagement_ratio,age_tenure_interaction,balance_activity_interaction,salary_products_interaction,tenure_squared,age_cubed
584,47,7,130538.77,1,1,0,92915.84,0,1.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.14084507042253522,0,0,0,0,0,165.52193333333332,329,163173.4625,92915.84,49,103823
756,37,3,132623.6,1,1,1,58974.0,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,81.53089361702128,111,298403.10000000003,58974.0,9,50653
670,35,3,103465.02,2,1,1,174627.06,0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,106.95849230769231,105,258662.55000000002,349254.12,9,42875
765,50,9,126547.8,1,1,1,79579.94,1,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.10989010989010989,0,0,0,0,0,87.7139319148936,450,284732.55,79579.94,81,125000
528,30,2,128262.72,2,1,0,50771.16,0,0.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,0,0,0,111.896175,60,192394.08000000002,101542.32,4,27000
701,40,5,169742.64,1,1,1,153537.55,1,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.19607843137254904,0,0,0,0,0,137.56603829787235,200,381920.94000000006,153537.55,25,64000
797,29,5,0.0,2,1,1,132975.39,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.3921568627450981,0,0,0,0,0,51.14438076923077,145,0.0,265950.78,25,24389
639,27,3,150795.81,1,0,1,85208.93,0,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,174.81832592592593,81,188494.7625,85208.93,9,19683
785,61,8,129855.72,2,1,0,170214.82,1,0.0,1.0,0.0,0,1,1.5,0,0,0,0,1,0.2469135802469136,0,0,0,1,1,187.54408750000002,488,194783.58000000002,340429.64,64,226981
363,28,6,146098.43,3,1,0,100615.14,1,0.0,1.0,0.0,0,1,1.75,0,0,0,0,1,0.49180327868852464,0,0,1,0,1,133.35868648648648,168,255672.2525,301845.42,36,21952
764,24,7,0.0,2,1,0,186105.99,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.28169014084507044,0,0,1,0,0,116.31624375,168,0.0,372211.98,49,13824
676,43,2,0.0,1,1,1,55119.53,0,0.0,0.0,0.0,0,0,2.25,1,0,0,0,0,0.47619047619047616,0,0,0,0,0,23.45511914893617,86,0.0,55119.53,4,79507
718,28,5,65643.3,1,1,0,28760.99,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,1,0,1,0,0,69.9291037037037,140,82054.125,28760.99,25,21952
590,34,6,0.0,2,1,0,171021.44,0,0.0,1.0,0.0,0,1,1.5,1,1,1,0,1,0.3278688524590164,0,0,0,0,0,106.8884,204,0.0,342042.88,36,39304
584,38,9,104584.16,1,1,0,176678.72,0,0.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.10989010989010989,0,0,0,0,0,208.34287407407407,342,130730.20000000001,176678.72,81,54872
645,41,7,0.0,1,0,1,28667.56,0,0.0,0.0,1.0,0,0,1.25,1,0,0,1,0,0.14084507042253522,0,0,0,0,0,21.235229629629632,287,0.0,28667.56,49,68921
772,30,6,99785.28,2,0,0,197238.03,0,1.0,0.0,1.0,0,1,0.5,0,0,0,0,0,0.3278688524590164,0,1,0,0,0,495.03884999999997,180,49892.64,394476.06,36,27000
399,46,2,127655.22,1,1,0,139994.68,1,1.0,0.0,1.0,1,0,1.25,0,0,1,0,1,0.47619047619047616,0,0,0,0,1,198.2591851851852,92,159569.025,139994.68,4,97336
529,22,5,0.0,1,1,0,151169.83,0,0.0,0.0,1.0,1,0,1.25,1,1,0,1,1,0.19607843137254904,1,0,1,0,0,111.97765185185185,110,0.0,151169.83,25,10648
463,35,5,101257.16,1,1,1,118113.64,0,0.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.19607843137254904,0,0,0,0,0,93.34927659574467,175,227828.61000000002,118113.64,25,42875
630,40,4,0.0,2,1,1,34453.17,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,13.25121923076923,160,0.0,68906.34,16,64000
780,76,10,121313.88,1,0,1,64872.33,0,0.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.09900990099009901,0,0,0,0,0,137.91571111111114,760,151642.35,64872.33,100,438976
584,32,5,0.0,2,1,0,10956.82,0,0.0,1.0,1.0,0,1,1.5,1,0,1,0,1,0.3921568627450981,0,0,0,0,0,6.848012499999999,160,0.0,21913.64,25,32768
752,30,4,81523.38,1,1,1,36885.85,0,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,50.38690638297873,120,183427.605,36885.85,16,27000
697,47,6,128252.66,1,1,1,168053.4,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,126.08768510638298,282,288568.485,168053.4,36,103823
850,32,7,0.0,2,0,0,155227.0,0,0.0,0.0,0.0,0,1,0.5,1,1,0,0,0,0.28169014084507044,0,1,0,0,0,258.71166666666664,224,0.0,310454.0,49,32768
711,51,7,0.0,3,1,0,38409.79,1,0.0,0.0,1.0,0,1,1.75,1,0,0,0,1,0.4225352112676057,0,0,0,0,0,20.762048648648648,357,0.0,115229.37,49,132651
452,32,5,0.0,2,0,1,75279.39,0,0.0,0.0,0.0,0,0,1.5,1,0,1,0,0,0.3921568627450981,0,0,0,0,0,47.04961875,160,0.0,150558.78,25,32768
610,42,6,0.0,2,1,0,158302.59,1,0.0,1.0,1.0,0,1,1.5,1,1,0,0,1,0.3278688524590164,0,0,0,0,0,98.93911874999999,252,0.0,316605.18,36,74088
694,22,4,0.0,2,1,1,11525.72,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,4.43296923076923,88,0.0,23051.44,16,10648
579,33,6,0.0,1,1,0,94993.04,1,0.0,1.0,1.0,1,0,1.25,1,0,1,1,1,0.1639344262295082,1,0,0,0,0,70.3652148148148,198,0.0,94993.04,36,35937
745,54,8,0.0,1,1,0,173912.29,1,0.0,1.0,0.0,1,0,1.25,1,1,0,1,1,0.1234567901234568,1,0,0,0,0,128.82391851851852,432,0.0,173912.29,64,157464
572,33,5,0.0,1,0,1,41139.05,0,0.0,0.0,1.0,0,0,1.25,1,0,1,1,0,0.19607843137254904,0,0,0,0,0,30.47337037037037,165,0.0,41139.05,25,35937
505,29,3,145541.56,2,1,1,58019.95,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,78.29288846153847,87,363853.9,116039.9,9,24389
706,23,5,0.0,1,0,0,164128.41,1,0.0,0.0,0.0,1,0,0.25,1,1,0,1,0,0.19607843137254904,1,1,1,0,0,468.9383142857143,115,0.0,164128.41,25,12167
693,44,5,124601.58,2,1,1,46998.13,1,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.3921568627450981,0,0,0,0,0,65.99988846153846,220,311503.95,93996.26,25,85184
725,33,7,115182.84,2,1,1,177279.41,0,1.0,0.0,0.0,0,0,2.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,112.48548076923078,231,287957.1,354558.82,49,35937
791,37,2,163789.49,2,1,0,75832.53,0,0.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.9523809523809523,0,0,0,0,0,149.76376249999998,74,245684.235,151665.06,4,50653
536,46,1,65733.41,1,1,0,61094.53,0,0.0,0.0,1.0,1,0,1.25,0,0,1,0,1,0.9090909090909091,1,0,0,0,0,93.94662222222222,46,82166.76250000001,61094.53,1,97336
699,47,1,0.0,2,0,1,30117.44,0,0.0,1.0,1.0,0,0,1.5,1,0,0,0,0,1.8181818181818181,0,0,0,0,0,18.8234,47,0.0,60234.88,1,103823
500,47,8,128486.11,1,1,0,179227.12,0,0.0,1.0,0.0,1,0,1.25,0,0,1,1,1,0.1234567901234568,0,0,0,0,1,227.9357259259259,376,160607.6375,179227.12,64,103823
707,53,6,109663.47,1,1,1,52110.45,0,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,68.83996595744681,318,246742.8075,52110.45,36,148877
531,42,6,88324.31,2,1,0,75248.75,0,1.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.3278688524590164,0,0,0,0,0,102.23316249999999,252,132486.465,150497.5,36,74088
557,28,7,146445.24,2,1,0,184317.74,0,0.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.28169014084507044,0,0,1,0,1,206.72686249999998,196,219667.86,368635.48,49,21952
659,38,3,0.0,2,1,0,158553.1,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.6451612903225806,0,0,0,0,0,99.0956875,114,0.0,317106.2,9,54872
575,31,6,0.0,2,1,1,95686.42,0,0.0,1.0,0.0,0,0,2.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,36.80246923076923,186,0.0,191372.84,36,29791
775,36,2,109949.05,2,0,1,71682.54,0,1.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,113.51974375,72,164923.575,143365.08,4,46656
772,30,4,78653.05,1,1,0,1790.48,0,0.0,1.0,1.0,1,0,1.25,0,0,0,1,1,0.24390243902439027,1,0,0,0,0,59.5878,120,98316.3125,1790.48,16,27000
587,46,9,107850.82,1,1,0,139431.0,1,1.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.10989010989010989,0,0,0,0,0,183.17171851851853,414,134813.52500000002,139431.0,81,97336
667,39,4,83765.35,2,1,0,118358.54,0,1.0,0.0,0.0,0,1,1.5,0,0,0,0,1,0.48780487804878053,0,0,0,0,0,126.32743125,156,125648.02500000001,236717.08,16,59319
771,66,7,143773.07,1,1,1,130827.88,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,116.85146808510639,462,323489.40750000003,130827.88,49,287496
523,63,6,116227.27,1,1,1,119404.63,0,1.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.1639344262295082,0,0,0,0,0,100.26889361702129,378,261511.3575,119404.63,36,250047
662,33,0,103471.52,1,1,1,162703.0,0,1.0,0.0,1.0,0,0,2.25,0,0,0,0,0,10.0,0,0,0,0,0,113.26575319148937,0,232810.92,162703.0,0,35937
717,42,5,0.0,2,1,0,172665.21,0,0.0,0.0,1.0,0,1,1.5,1,1,0,0,1,0.3921568627450981,0,0,0,0,0,107.91575625,210,0.0,345330.42,25,74088
746,24,3,137492.35,2,0,1,170142.09,0,0.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.6451612903225806,0,0,0,0,0,192.271525,72,206238.52500000002,340284.18,9,13824
569,28,7,0.0,2,1,0,73977.23,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.28169014084507044,0,0,1,0,0,46.23576875,196,0.0,147954.46,49,21952
579,36,9,129829.59,1,1,1,60906.12,0,0.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.10989010989010989,0,0,0,0,0,81.16413191489362,324,292116.5775,60906.12,81,46656
519,21,1,146329.57,2,1,1,194867.27,0,0.0,0.0,0.0,0,0,2.5,0,0,0,0,0,1.8181818181818181,0,0,0,0,0,131.22955384615383,21,365823.92500000005,389734.54,1,9261
696,30,4,114027.7,1,1,1,193716.56,0,1.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,130.95500425531915,120,256562.32499999998,193716.56,16,27000
693,25,3,146580.69,1,0,1,14633.35,0,1.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,119.41780740740741,75,183225.8625,14633.35,9,15625
587,38,0,132122.42,2,0,0,31730.32,0,1.0,0.0,0.0,0,1,0.5,0,0,1,0,0,20.0,0,0,0,0,0,273.08790000000005,0,66061.21,63460.64,0,54872
626,44,3,81553.93,1,1,0,20063.63,1,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.3225806451612903,1,0,0,0,0,75.27226666666667,132,101942.41249999999,20063.63,9,85184
666,66,7,0.0,2,1,1,99792.82,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.28169014084507044,0,0,0,0,0,38.38185384615385,462,0.0,199585.64,49,287496
512,24,6,0.0,2,1,0,37654.31,0,0.0,0.0,1.0,0,1,1.5,1,0,0,0,1,0.3278688524590164,0,0,1,0,0,23.53394375,144,0.0,75308.62,36,13824
689,28,3,0.0,2,1,1,192449.02,0,0.0,1.0,0.0,0,0,2.5,1,1,0,0,0,0.6451612903225806,0,0,0,0,0,74.01885384615385,84,0.0,384898.04,9,21952
803,26,4,0.0,2,1,1,181208.47,0,0.0,0.0,0.0,0,0,2.5,1,1,0,0,0,0.48780487804878053,0,0,0,0,0,69.69556538461538,104,0.0,362416.94,16,17576
548,32,5,175214.71,1,1,1,155165.61,0,1.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.19607843137254904,0,0,0,0,0,140.58737021276593,160,394233.0975,155165.61,25,32768
588,40,10,125534.51,1,1,0,121504.18,1,1.0,0.0,0.0,1,0,1.25,0,0,1,1,1,0.09900990099009901,0,0,0,0,0,182.99162222222222,400,156918.13749999998,121504.18,100,64000
693,68,4,97705.99,1,1,1,61569.07,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.24390243902439027,0,0,0,0,0,67.77662127659575,272,219838.4775,61569.07,16,314432
499,55,4,126817.65,2,1,0,123269.71,0,1.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.48780487804878053,0,0,0,0,0,156.3046,220,190226.47499999998,246539.42,16,166375
628,46,1,46870.43,4,1,0,31272.14,1,0.0,0.0,0.0,0,1,2.0,0,0,0,0,1,3.6363636363636362,0,0,0,0,0,37.21074761904762,46,93740.86,125088.56,1,97336
624,46,3,0.0,2,1,1,62825.03,0,0.0,1.0,1.0,0,0,2.5,1,0,0,0,0,0.6451612903225806,0,0,0,0,0,24.163473076923076,138,0.0,125650.06,9,97336
733,42,9,120094.93,1,1,0,184056.45,0,0.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,225.29731851851852,378,150118.66249999998,184056.45,81,74088
628,38,3,0.0,2,1,1,48924.73,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.6451612903225806,0,0,0,0,0,18.81720384615385,114,0.0,97849.46,9,54872
633,33,3,0.0,2,1,0,191111.02,0,0.0,0.0,0.0,0,1,1.5,1,1,0,0,1,0.6451612903225806,0,0,0,0,0,119.44438749999999,99,0.0,382222.04,9,35937
559,36,1,104356.94,2,0,1,54184.06,0,1.0,0.0,0.0,0,0,1.5,0,0,1,0,0,1.8181818181818181,0,0,0,0,0,99.088125,36,156535.41,108368.12,1,46656
704,27,5,147004.34,1,1,0,64381.33,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,1,0,0,156.58197777777775,135,183755.425,64381.33,25,19683
744,38,6,73023.17,2,1,0,78770.86,0,1.0,0.0,1.0,0,1,1.5,0,0,0,0,1,0.3278688524590164,0,0,0,0,0,94.87126875,228,109534.755,157541.72,36,54872
665,40,6,173432.55,1,0,1,116766.79,0,0.0,1.0,0.0,0,0,1.25,0,0,0,1,0,0.1639344262295082,0,0,0,0,0,214.96247407407404,240,216790.6875,116766.79,36,64000
638,42,7,165679.92,1,0,0,32916.29,0,0.0,0.0,0.0,1,0,0.25,0,0,0,1,0,0.14084507042253522,0,1,0,0,0,567.4177428571429,294,41419.98,32916.29,49,74088
837,31,9,104678.62,1,0,1,50972.6,0,0.0,1.0,1.0,0,0,1.25,0,0,0,1,0,0.10989010989010989,0,0,0,0,0,115.2972,279,130848.275,50972.6,81,29791
534,55,6,116973.26,3,1,0,122066.5,1,0.0,0.0,0.0,0,1,1.75,0,0,1,0,1,0.49180327868852464,0,0,0,0,0,129.21068108108108,330,204703.205,366199.5,36,166375
548,36,3,0.0,1,1,0,65996.9,0,0.0,0.0,0.0,1,0,1.25,1,0,1,1,1,0.3225806451612903,1,0,0,0,0,48.886592592592585,108,0.0,65996.9,9,46656
837,38,2,126732.85,1,1,1,79577.38,0,1.0,0.0,1.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,87.79158723404255,76,285148.91250000003,79577.38,4,54872
658,44,6,148481.09,1,1,0,130529.13,0,0.0,0.0,0.0,1,0,1.25,0,0,0,1,1,0.1639344262295082,0,0,0,0,1,206.67423703703702,264,185601.3625,130529.13,36,85184
554,38,4,137654.05,2,1,1,172629.67,0,0.0,0.0,0.0,0,0,2.5,0,0,1,0,0,0.48780487804878053,0,0,0,0,0,119.3398923076923,152,344135.125,345259.34,16,54872
724,30,7,115315.04,1,1,0,15216.53,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.14084507042253522,0,0,0,0,0,96.69005185185185,210,144143.8,15216.53,49,27000
723,42,2,99095.73,1,1,1,17512.53,0,0.0,0.0,1.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,49.620536170212766,84,222965.3925,17512.53,4,74088
585,39,7,165610.41,2,0,0,131852.01,0,1.0,0.0,0.0,0,1,0.5,0,0,1,0,0,0.28169014084507044,0,1,0,0,1,495.7707000000001,273,82805.205,263704.02,49,59319
474,33,5,0.0,2,1,0,181945.52,1,0.0,0.0,1.0,0,1,1.5,1,1,1,0,1,0.3921568627450981,0,0,0,0,0,113.71594999999999,165,0.0,363891.04,25,35937
562,32,6,161628.66,1,1,0,91482.5,0,0.0,1.0,1.0,1,0,1.25,0,0,1,1,1,0.1639344262295082,0,0,0,0,0,187.48974814814815,192,202035.825,91482.5,36,32768
719,32,9,146605.27,1,1,1,77119.45,0,0.0,0.0,1.0,0,0,2.25,0,0,0,1,0,0.10989010989010989,0,0,0,0,0,95.20200851063828,288,329861.8575,77119.45,81,32768
635,37,5,113488.68,1,1,0,95611.74,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.19607843137254904,0,0,0,0,0,154.8892,185,141860.84999999998,95611.74,25,50653
743,42,7,77002.2,2,1,1,80428.42,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.28169014084507044,0,0,0,0,0,60.55023846153846,294,192505.5,160856.84,49,74088
681,67,7,0.0,2,0,1,163714.92,0,0.0,1.0,1.0,0,0,1.5,1,1,0,0,0,0.28169014084507044,0,0,0,0,0,102.321825,469,0.0,327429.84,49,300763
521,39,6,0.0,2,0,1,27375.15,0,0.0,0.0,0.0,0,0,1.5,1,0,1,0,0,0.3278688524590164,0,0,0,0,0,17.10946875,234,0.0,54750.3,36,59319
741,25,4,0.0,2,1,1,73873.65,0,0.0,1.0,1.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,28.412942307692305,100,0.0,147747.3,16,15625
790,46,5,182364.53,1,0,0,139266.48,1,0.0,1.0,1.0,1,0,0.25,0,0,0,1,0,0.19607843137254904,0,1,0,0,1,918.9457428571429,230,45591.1325,139266.48,25,97336
622,35,8,0.0,2,1,1,131772.51,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.2469135802469136,0,0,0,0,0,50.68173461538462,280,0.0,263545.02,64,42875
669,45,7,149364.58,1,0,1,173454.07,0,0.0,0.0,1.0,0,0,1.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,239.12492592592594,315,186705.72499999998,173454.07,49,91125
583,59,7,127450.14,1,0,1,67552.71,0,0.0,0.0,1.0,0,0,1.25,0,0,1,1,0,0.14084507042253522,0,0,0,0,0,144.44655555555556,413,159312.675,67552.71,49,205379
520,63,5,162278.32,1,1,1,34765.33,0,0.0,1.0,0.0,0,0,2.25,0,0,1,1,0,0.19607843137254904,0,0,0,0,0,83.84836170212768,315,365126.22000000003,34765.33,25,250047
579,37,5,152212.88,2,0,0,120219.14,0,0.0,1.0,1.0,0,1,0.5,0,0,1,0,0,0.3921568627450981,0,1,0,0,1,454.0533666666667,185,76106.44,240438.28,25,50653
698,39,9,161993.89,1,0,0,90212.38,0,0.0,1.0,0.0,1,0,0.25,0,0,0,1,0,0.10989010989010989,0,1,0,0,0,720.5893428571429,351,40498.4725,90212.38,81,59319
548,39,7,131468.44,1,1,0,164975.82,0,0.0,1.0,1.0,1,0,1.25,0,0,1,1,1,0.14084507042253522,0,0,0,0,1,219.58834074074076,273,164335.55,164975.82,49,59319
672,40,10,102980.44,1,1,0,1285.81,1,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.09900990099009901,0,0,0,0,0,77.23425925925926,400,128725.55,1285.81,100,64000
653,31,9,143321.97,1,1,0,83679.46,0,1.0,0.0,1.0,1,0,1.25,0,0,0,1,1,0.10989010989010989,0,0,0,0,0,168.1492074074074,279,179152.4625,83679.46,81,29791
734,37,2,130404.92,1,0,0,34548.74,0,0.0,1.0,0.0,1,0,0.25,0,0,0,0,0,0.47619047619047616,0,1,0,0,0,471.2961714285714,74,32601.23,34548.74,4,50653
794,41,7,0.0,2,1,1,74275.08,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.28169014084507044,0,0,0,0,0,28.567338461538462,287,0.0,148550.16,49,68921
641,30,2,87505.47,2,0,1,7278.57,0,0.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,59.240025,60,131258.20500000002,14557.14,4,27000
824,30,0,133634.02,1,1,1,162053.92,0,0.0,0.0,1.0,0,0,2.25,0,0,0,0,0,10.0,0,0,0,0,0,125.82465531914893,0,300676.545,162053.92,0,27000
534,33,3,151233.62,1,0,0,199336.63,0,0.0,1.0,0.0,1,0,0.25,0,0,1,1,0,0.3225806451612903,0,1,0,0,1,1001.6292857142857,99,37808.405,199336.63,9,35937
653,55,2,70263.83,1,0,1,62347.71,0,0.0,1.0,1.0,0,0,1.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,98.23077037037038,110,87829.7875,62347.71,4,166375
498,34,5,0.0,2,1,1,91711.66,0,0.0,0.0,1.0,0,0,2.5,1,0,1,0,0,0.3921568627450981,0,0,0,0,0,35.273715384615386,170,0.0,183423.32,25,39304
683,30,10,57657.49,1,0,0,79240.9,0,0.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.09900990099009901,1,1,0,0,0,391.13825714285707,300,14414.3725,79240.9,100,27000
618,42,8,153572.31,2,1,1,76679.6,0,1.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.2469135802469136,0,0,0,0,0,88.55842692307692,336,383930.775,153359.2,64,74088
538,37,3,134752.08,1,1,0,162511.55,0,0.0,0.0,1.0,1,0,1.25,0,0,1,1,1,0.3225806451612903,0,0,0,0,1,220.1952814814815,111,168440.09999999998,162511.55,9,50653
643,34,3,83132.09,1,1,1,21360.88,0,0.0,1.0,1.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,44.465093617021274,102,187047.20249999998,21360.88,9,39304
428,31,3,0.0,2,1,0,54487.43,0,0.0,0.0,0.0,0,1,1.5,1,0,1,0,1,0.6451612903225806,0,0,0,0,0,34.05464375,93,0.0,108974.86,9,29791
593,32,9,134096.53,2,1,0,53931.05,1,1.0,0.0,0.0,0,1,1.5,0,0,1,0,1,0.21978021978021978,0,0,0,0,0,117.51723750000001,288,201144.79499999998,107862.1,81,32768
718,31,0,118100.59,2,1,0,103165.15,0,0.0,0.0,0.0,0,1,1.5,0,0,0,0,1,20.0,0,0,0,0,0,138.2910875,0,177150.885,206330.3,0,29791
811,52,10,76915.4,1,0,0,146359.81,1,1.0,0.0,1.0,1,0,0.25,0,0,0,1,0,0.09900990099009901,1,1,0,0,0,637.9291714285714,520,19228.85,146359.81,100,140608
823,46,3,81576.75,1,1,1,28370.95,1,0.0,1.0,0.0,0,0,2.25,0,0,0,1,0,0.3225806451612903,0,0,0,0,0,46.786255319148935,138,183547.6875,28370.95,9,97336
645,49,2,0.0,2,0,0,10023.15,0,0.0,1.0,1.0,0,1,0.5,1,0,0,0,0,0.9523809523809523,0,1,0,0,0,16.70525,98,0.0,20046.3,4,117649
710,33,10,118327.17,2,1,1,192928.82,0,0.0,0.0,1.0,0,0,2.5,0,0,0,0,0,0.19801980198019803,0,0,0,0,0,119.7138423076923,330,295817.925,385857.64,100,35937
591,30,6,124857.69,2,0,0,50485.7,0,0.0,1.0,1.0,0,1,0.5,0,0,0,0,0,0.3278688524590164,0,1,0,0,0,292.23898333333335,180,62428.845,100971.4,36,27000
748,27,2,90971.85,1,1,1,131662.47,0,1.0,0.0,0.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,94.7380085106383,54,204686.6625,131662.47,4,19683
850,37,7,153147.75,1,1,1,152235.3,0,0.0,0.0,0.0,0,0,2.25,0,0,0,1,0,0.14084507042253522,0,0,0,0,0,129.95023404255318,259,344582.4375,152235.3,49,50653
542,38,8,65942.26,1,1,1,68093.23,1,0.0,0.0,1.0,0,0,2.25,0,0,1,1,0,0.1234567901234568,0,0,0,0,0,57.036378723404255,304,148370.085,68093.23,64,54872
809,38,3,0.0,2,1,1,80061.31,0,0.0,0.0,1.0,0,0,2.5,1,0,0,0,0,0.6451612903225806,0,0,0,0,0,30.79281153846154,114,0.0,160122.62,9,54872
675,54,2,0.0,1,1,0,149583.67,1,0.0,0.0,1.0,1,0,1.25,1,1,0,0,1,0.47619047619047616,1,0,0,0,0,110.80271851851853,108,0.0,149583.67,4,157464
607,27,5,100912.19,1,0,0,7631.27,0,0.0,1.0,0.0,1,0,0.25,0,0,0,1,0,0.19607843137254904,0,1,1,0,0,310.12417142857146,135,25228.0475,7631.27,25,19683
850,31,4,0.0,2,1,1,33082.81,0,0.0,0.0,0.0,0,0,2.5,1,0,0,0,0,0.48780487804878053,0,0,0,0,0,12.724157692307692,124,0.0,66165.62,16,29791
789,37,3,0.0,1,1,0,121883.87,1,0.0,0.0,1.0,1,0,1.25,1,0,0,1,1,0.3225806451612903,1,0,0,0,0,90.28434814814814,111,0.0,121883.87,9,50653
598,43,5,0.0,3,1,1,100722.72,1,0.0,0.0,0.0,0,0,2.75,1,0,1,0,0,0.5882352941176471,0,0,0,0,0,35.34130526315789,215,0.0,302168.16000000003,25,79507
756,41,2,124439.49,2,0,1,47093.11,0,1.0,0.0,1.0,0,0,1.5,0,0,0,0,0,0.9523809523809523,0,0,0,0,0,107.207875,82,186659.23500000002,94186.22,4,68921
687,47,7,0.0,2,1,1,177624.01,0,0.0,0.0,0.0,0,0,2.5,1,1,0,0,0,0.28169014084507044,0,0,0,0,0,68.31692692307692,329,0.0,355248.02,49,103823
724,40,6,0.0,2,0,0,106149.48,0,0.0,0.0,1.0,0,1,0.5,1,0,0,0,0,0.3278688524590164,0,1,0,0,0,176.9158,240,0.0,212298.96,36,64000
700,44,2,58781.76,1,1,0,16874.92,0,0.0,0.0,0.0,1,0,1.25,0,0,0,0,1,0.47619047619047616,1,0,0,0,0,56.04198518518518,88,73477.2,16874.92,4,85184
635,50,7,159453.64,2,0,0,54560.79,1,0.0,1.0,1.0,0,1,0.5,0,0,0,0,0,0.28169014084507044,0,1,0,0,0,356.69071666666673,350,79726.82,109121.58,49,125000
687,26,2,142721.52,1,1,1,153605.75,0,1.0,0.0,1.0,0,0,2.25,0,0,0,0,0,0.47619047619047616,0,0,0,0,0,126.09671063829788,52,321123.42,153605.75,4,17576
